;estado;cidade;populacao;pib;pib_percapita
1198;SANTA CATARINA;Garopaba;16710;197513.6875;11820.08984375
1199;MARANHÃO;São Domingos do Maranhão;33506;117008.640625;3492.16992188
1200;GOIÁS;Cabeceiras;6794;112414.140625;16546.08984375
1201;MATO GROSSO;Torixoréu;4113;56733.08984375;13793.59960938
1202;RIO GRANDE DO NORTE;Jardim de Piranhas;14347;75420.5234375;5256.87988281
1203;MINAS GERAIS;Jequitinhonha;25060;117934.671875;4706.08984375
1204;SÃO PAULO;Santa Maria da Serra;5920;72653.828125;12272.61035156
1205;PERNAMBUCO;Granito;6955;31242.37304688;4492.06982422
1206;BAHIA;Palmas de Monte Alto;22061;77169.4921875;3498.01000977
1207;MINAS GERAIS;Jordânia;11337;45021.6328125;3971.20996094
1208;GOIÁS;Inaciolândia;5949;78616.3671875;13215.05957031
1209;RIO GRANDE DO SUL;São José dos Ausentes;3314;100045.2109375;30188.66015625
1210;PARAÍBA;Mãe d'Água;4127;16183.31152344;3921.33007812
1211;BAHIA;Santa Brígida;15652;52940.23828125;3382.33007812
1212;PARANÁ;Curiúva;15217;95654.953125;6286.06005859
1213;GOIÁS;Vila Propício;5359;89775.4375;16752.26953125
1214;MATO GROSSO DO SUL;Porto Murtinho;15527;227898.8125;14677.58007812
1215;RIO GRANDE DO SUL;Santo Antônio das Missões;12016;150622.046875;12535.12011719
1216;SANTA CATARINA;Águas Mornas;4503;53939.671875;11978.61035156
1217;PIAUÍ;Novo Oriente do Piauí;6321;20731.03125;3279.70996094
1218;ALAGOAS;Coruripe;53369;463296.53125;8681.0
1219;PARANÁ;Altônia;20764;141398.46875;6809.79003906
1220;ALAGOAS;Novo Lino;12449;47015.875;3776.67993164
1221;MATO GROSSO;São José do Xingu;4218;95578.59375;22659.69921875
1222;SÃO PAULO;Campos Novos Paulista;5014;83582.3515625;16669.7890625
1223;PIAUÍ;Floresta do Piauí;2643;9299.80566406;3518.65991211
1224;MARANHÃO;Davinópolis;12091;35339.9140625;2922.83007812
1225;MINAS GERAIS;Espera Feliz;21612;187388.671875;8670.58007812
1226;SÃO PAULO;Oriente;6382;53553.72265625;8391.37011719
1227;SÃO PAULO;Arujá;80922;1529719.875;18903.63085938
1228;RIO GRANDE DO SUL;Esmeralda;3383;60363.6640625;17843.24023438
1229;RIO GRANDE DO SUL;Cachoeirinha;118089;3224373.75;27304.609375
1230;SANTA CATARINA;Trombudo Central;6520;132319.421875;20294.390625
1231;SANTA CATARINA;Laurentino;5757;140022.296875;24322.08984375
1232;MATO GROSSO DO SUL;Ivinhema;21067;215205.796875;10215.29980469
1233;PARAÍBA;Poço Dantas;4046;14053.37597656;3473.39990234
1234;MINAS GERAIS;Itueta;6074;43540.2421875;7168.29980469
1235;BAHIA;Itapebi;12003;170321.296875;14189.88964844
1236;RIO GRANDE DO SUL;Dona Francisca;3593;40484.5625;11267.62011719
1237;MARANHÃO;São José de Ribamar;139473;473406.96875;3394.26000977
1238;MINAS GERAIS;Caetanópolis;10040;78357.734375;7804.56005859
1239;PARANÁ;Tamboara;4804;47812.11328125;9952.55957031
1240;RIO GRANDE DO SUL;Hulha Negra;6448;92290.2734375;14313.00976562
1241;MINAS GERAIS;Carvalhópolis;3380;26304.3515625;7782.35009766
1242;SÃO PAULO;Cosmópolis;59297;804188.75;13562.04980469
1243;SANTA CATARINA;Porto Belo;14228;413353.3125;29052.09960938
1244;SÃO PAULO;Tapiraí;7991;69275.9609375;8669.25
1245;SÃO PAULO;Paulínia;84577;7779836.5;91985.25
1246;RIO GRANDE DO SUL;Mampituba;2972;27385.796875;9214.59960938
1247;SÃO PAULO;Santa Cruz da Conceição;4154;56048.78125;13492.73046875
1248;MINAS GERAIS;Araguari;111095;1915200.25;17239.30078125
1249;MATO GROSSO;Ribeirão Cascalheira;9172;102114.3125;11133.26953125
1250;SÃO PAULO;Ourinhos;104542;1470158.625;14062.84960938
1251;BAHIA;Rafael Jambeiro;24004;96287.0234375;4011.29003906
1252;PIAUÍ;Pedro Laurentino;2418;9352.91113281;3868.04003906
1253;SÃO PAULO;Junqueirópolis;19976;218303.9375;10928.30957031
1254;MATO GROSSO;Pedra Preta;16461;370495.65625;22507.48046875
1255;PARANÁ;Salgado Filho;4640;51527.42578125;11105.04980469
1256;RIO GRANDE DO SUL;Tapes;17216;199885.421875;11610.45019531
1257;RIO DE JANEIRO;Armação dos Búzios;28653;930198.0;32464.25
1258;ALAGOAS;Água Branca;19989;59232.4921875;2963.25
1259;PARANÁ;Antônio Olinto;7750;66815.1640625;8621.30957031
1260;TOCANTINS;Juarina;2185;16428.97851562;7518.97998047
1261;PERNAMBUCO;Salgadinho;8214;26129.82421875;3181.12988281
1262;TOCANTINS;Ponte Alta do Tocantins;6818;46223.703125;6779.66015625
1263;MATO GROSSO;Poconé;32162;283639.59375;8819.08984375
1264;ALAGOAS;Palmeira dos Índios;72564;358377.4375;4938.77978516
1265;PARANÁ;Salto do Lontra;12828;116895.6953125;9112.54003906
1266;RIO GRANDE DO SUL;Arambaré;3929;72357.953125;18416.38085938
1267;MINAS GERAIS;Araçaí;2524;24059.359375;9532.23046875
1268;MARANHÃO;São Félix de Balsas;4442;19039.73632812;4286.29980469
1269;BAHIA;Boninal;13857;40729.69921875;2939.29003906
1270;BAHIA;Malhada;16739;65119.53125;3890.29003906
1271;MINAS GERAIS;Janaúba;68527;510184.3125;7445.00976562
1272;SÃO PAULO;Taquarivaí;5541;92248.1015625;16648.27929688
1273;PIAUÍ;Jurema;4559;16599.84765625;3641.12011719
1274;SANTA CATARINA;Blumenau;299416;7678830.0;25646.01953125
1275;MINAS GERAIS;Bambuí;22622;255803.46875;11307.73046875
1276;MATO GROSSO DO SUL;Coxim;32933;407916.5;12386.25
1277;SANTA CATARINA;Corupá;13380;201837.359375;15085.0
1278;PIAUÍ;Corrente;25406;112566.0234375;4430.68994141
1279;PARANÁ;Marilena;6704;49661.875;7407.79980469
1280;PARANÁ;Guaraqueçaba;7843;52802.35546875;6732.41992188
1281;AMAZONAS;Anamã;8673;41735.99609375;4812.18017578
1282;RIO GRANDE DO SUL;Tavares;5283;59011.0859375;11170.0
1283;AMAPÁ;Vitória do Jari;11519;99332.9140625;8623.40039062
1284;MATO GROSSO;Nova Mutum;26874;1200944.375;44687.9609375
1285;PARANÁ;Mariópolis;5944;98934.5390625;16644.43945312
1286;PARANÁ;Laranjeiras do Sul;31641;289793.3125;9158.79003906
1287;CEARÁ;Frecheirinha;13537;51840.0859375;3829.51000977
1288;RIO GRANDE DO SUL;Balneário Pinhal;11840;96947.640625;8188.14990234
1289;PARÁ;Viseu;55512;158801.546875;2860.66992188
1290;PARANÁ;Toledo;116774;2426511.75;20779.55078125
1291;GOIÁS;Nova Veneza;7240;74443.796875;10282.29003906
1292;SÃO PAULO;Guará;19168;250581.265625;13072.90039062
1293;SANTA CATARINA;Florianópolis;408161;8287890.0;20305.43945312
1294;MINAS GERAIS;Água Comprida;2164;79914.15625;36928.91015625
1295;MINAS GERAIS;Araxá;92927;1980481.75;21312.23046875
1296;SÃO PAULO;Itanhaém;87338;824090.75;9435.65039062
1297;ALAGOAS;Batalha;16919;66246.3359375;3915.5
1298;MINAS GERAIS;Unaí;78125;1310654.375;16776.38085938
1299;BAHIA;Nova Canaã;20311;66926.8984375;3295.11010742
1300;PARANÁ;São João;11187;187602.453125;16769.6796875
1301;PIAUÍ;Marcolândia;7477;28607.55859375;3826.07006836
1302;SÃO PAULO;Valentim Gentil;10082;152630.0625;15138.87011719
1303;MINAS GERAIS;Uberlândia;634345;16165950.0;25484.48046875
1304;PIAUÍ;Curralinhos;4242;11285.45605469;2660.40991211
1305;PIAUÍ;Brasileira;7970;21723.94335938;2725.70996094
1306;MINAS GERAIS;Carmo da Cachoeira;12061;115186.890625;9550.36035156
1307;SÃO PAULO;Alambari;4391;64996.13671875;14802.12988281
1308;MARANHÃO;São Raimundo das Mangabeiras;16594;374489.0625;22567.74023438
1309;MARANHÃO;Zé Doca;46265;185139.734375;4001.7199707
1310;SÃO PAULO;Taciba;5675;258140.546875;45487.3203125
1311;BAHIA;Utinga;20448;83166.9765625;4067.23999023
1312;SÃO PAULO;Engenheiro Coelho;14300;219832.53125;15372.90039062
1313;TOCANTINS;São Bento do Tocantins;4666;21279.5;4560.54003906
1314;SÃO PAULO;Paranapanema;17752;291595.78125;16426.08007812
1315;TOCANTINS;Tocantínia;6971;28673.05273438;4113.18994141
1316;PARAÍBA;Baraúna;4045;16776.06835938;4147.35986328
1317;BAHIA;Uibaí;14203;45636.62109375;3213.16992188
1318;MINAS GERAIS;Pingo-d'Água;4201;20092.6015625;4782.81005859
1319;RIO GRANDE DO NORTE;Serra Negra do Norte;7428;34102.24609375;4591.04003906
1320;GOIÁS;Simolândia;7331;33332.49609375;4546.79003906
1321;PARANÁ;Capitão Leônidas Marques;13870;409720.78125;29540.0703125
1322;SANTA CATARINA;Rio dos Cedros;10170;140995.3125;13863.84960938
1323;SÃO PAULO;Itapuí;12536;211197.859375;16847.31054688
1324;MINAS GERAIS;Iguatama;7727;223230.46875;28889.66992188
1325;PARAÍBA;Lagoa Seca;25766;116892.609375;4536.70019531
1326;PERNAMBUCO;Tacaimbó;12273;50004.21484375;4074.33007812
1327;PARANÁ;Sapopema;6800;51161.984375;7523.81982422
1328;SANTA CATARINA;Ipumirim;7400;186467.6875;25198.33984375
1329;PARANÁ;Ourizona;3380;48806.203125;14439.70996094
1330;AMAZONAS;Novo Airão;15915;61709.34765625;3877.42993164
1331;MINAS GERAIS;Alto Caparaó;5312;47253.37890625;8895.58984375
1332;BAHIA;Potiraguá;9656;42641.50390625;4416.06005859
1333;SANTA CATARINA;Luiz Alves;9506;207784.828125;21858.27929688
1334;MATO GROSSO DO SUL;Figueirão;3443;53627.80859375;15575.90039062
1335;RIO GRANDE DO SUL;Barra do Rio Azul;1978;28652.81054688;14485.75
1336;PERNAMBUCO;Jatobá;14452;54845.26953125;3795.0
1337;RONDÔNIA;Urupá;13661;119746.1875;8765.54980469
1338;MINAS GERAIS;Coronel Murta;9423;38242.24609375;4058.38989258
1339;MARANHÃO;Amapá do Maranhão;6451;25270.69335938;3917.33007812
1340;PARANÁ;Bom Jesus do Sul;3879;30541.72265625;7873.60986328
1341;AMAZONAS;Itamarati;8281;36895.9296875;4455.49023438
1342;SERGIPE;São Francisco;3007;16125.22753906;5362.56005859
1343;BAHIA;Encruzilhada;20720;109143.96875;5267.56982422
1344;MINAS GERAIS;Cristina;11478;85793.3203125;7474.58984375
1345;BAHIA;Tapiramutá;17879;73053.015625;4085.9699707
1346;MINAS GERAIS;Teófilo Otoni;130517;1154886.25;8848.54980469
1347;PARANÁ;Rio Negro;31191;571634.125;18326.890625
1348;RIO GRANDE DO NORTE;Santa Cruz;35095;158790.6875;4524.60009766
1349;PARAÍBA;Caldas Brandão;5544;25826.90234375;4658.52978516
1350;MINAS GERAIS;São Sebastião da Bela Vista;5193;54842.71875;10560.88964844
1351;BAHIA;Vereda;7346;48446.7578125;6594.97998047
1352;CEARÁ;Cedro;25591;90544.5234375;3538.13989258
1353;PARANÁ;Candói;16271;200941.53125;12349.66992188
1354;MINAS GERAIS;Itambacuri;23386;134253.15625;5740.75
1355;ESPIRITO SANTO;São Mateus;101613;956261.75;9410.8203125
1356;SÃO PAULO;Vista Alegre do Alto;6874;144300.53125;20992.22070312
1357;MARANHÃO;Lago da Pedra;44272;152434.625;3443.13989258
1358;MINAS GERAIS;Alvarenga;4545;22330.44921875;4913.18994141
1359;RIO GRANDE DO SUL;São Vicente do Sul;8659;110058.625;12710.3203125
1360;GOIÁS;Nova Iguaçu de Goiás;2678;19991.43359375;7465.06005859
1361;RIO GRANDE DO SUL;Jaguarão;28244;364778.5;12915.25976562
1362;RIO GRANDE DO NORTE;Venha-Ver;3612;16099.59863281;4457.25
1363;PARAÍBA;Damião;4998;18189.4609375;3639.35009766
1364;TOCANTINS;Bernardo Sayão;4653;50220.328125;10793.11035156
1365;RIO GRANDE DO NORTE;Ceará-Mirim;67869;350788.21875;5168.60986328
1366;RIO GRANDE DO NORTE;Brejinho;11585;57726.13671875;4982.83007812
1367;PARANÁ;Ramilândia;4365;38851.65234375;8900.71972656
1368;PARANÁ;Coronel Domingos Soares;7864;70627.1796875;8981.08007812
1369;MARANHÃO;Lima Campos;11794;41257.61328125;3498.18994141
1370;SANTA CATARINA;Doutor Pedrinho;3432;38462.61328125;11207.05957031
1371;PARÁ;Canaã dos Carajás;27675;852967.1875;30820.859375
1372;RIO GRANDE DO SUL;Faxinal do Soturno;6407;93779.3671875;14637.01953125
1373;MINAS GERAIS;Matias Cardoso;11037;87891.2890625;7963.33007812
1374;MINAS GERAIS;Oliveira Fortes;1951;14545.58398438;7455.45019531
1375;SÃO PAULO;Cordeirópolis;20720;1366099.25;65931.4296875
1376;MATO GROSSO;Nova Bandeirantes;14078;192547.828125;13677.20996094
1377;RIO GRANDE DO SUL;Tucunduva;5988;117462.90625;19616.38085938
1378;PERNAMBUCO;Vertente do Lério;7464;36315.22265625;4865.37988281
1379;SANTA CATARINA;Painel;2357;29384.24804688;12466.79980469
1380;AMAZONAS;Benjamin Constant;31195;116750.1015625;3742.59008789
1381;ESPIRITO SANTO;Aracruz;78658;1975875.25;25119.8203125
1382;CEARÁ;Aurora;25113;89467.84375;3562.61010742
1383;PARAÍBA;Massaranduba;12946;52693.06640625;4070.2199707
1384;CEARÁ;São Gonçalo do Amarante;42962;659916.25;15360.45996094
1385;GOIÁS;Bom Jesus de Goiás;21103;283610.65625;13439.34960938
1386;PERNAMBUCO;Glória do Goitá;28289;100163.0703125;3540.70996094
1387;SÃO PAULO;Águas de São Pedro;2613;50880.55078125;19472.08007812
1388;SÃO PAULO;Monte Alegre do Sul;7473;93054.9453125;12452.15039062
1389;MARANHÃO;Tasso Fragoso;6890;252911.84375;36707.08984375
1390;PARANÁ;Nova Olímpia;5391;36311.59765625;6735.60009766
1391;PERNAMBUCO;Flores;23034;78994.1953125;3429.45996094
1392;SANTA CATARINA;Arroio Trinta;3638;47939.61328125;13177.45996094
1393;ESPIRITO SANTO;Laranja da Terra;11136;69701.8984375;6259.14990234
1394;TOCANTINS;Cristalândia;6628;60872.33984375;9184.12011719
1395;PIAUÍ;São Lourenço do Piauí;5115;13126.82519531;2566.34008789
1396;MINAS GERAIS;Rio Piracicaba;14846;118772.3828125;8000.29980469
1397;MINAS GERAIS;Uruana de Minas;2747;29089.09375;10589.40039062
1398;RIO GRANDE DO SUL;Cândido Godói;6722;95233.1640625;14167.37988281
1399;SÃO PAULO;Votuporanga;81279;1138017.0;14001.37011719
1400;MINAS GERAIS;Alfredo Vasconcelos;6300;45348.81640625;7198.22998047
1401;TOCANTINS;Combinado;5070;35322.8828125;6967.04003906
1402;MATO GROSSO DO SUL;Ribas do Rio Pardo;20077;407836.15625;20313.59960938
1403;PARÁ;Inhangapi;10377;32318.24804688;3114.40991211
1404;MINAS GERAIS;Vargem Bonita;2140;23029.76171875;10761.5703125
1405;RIO GRANDE DO SUL;Nova Pádua;2598;49243.48046875;18954.38085938
1406;RIO GRANDE DO SUL;Igrejinha;33551;690711.4375;20586.91015625
1407;PARANÁ;Andirá;21964;343282.375;15629.3203125
1408;SANTA CATARINA;Ibirama;17469;210702.828125;12061.53027344
1409;MINAS GERAIS;Itaguara;12956;111868.46875;8634.49023438
1410;RIO GRANDE DO SUL;Dom Pedrito;38767;680121.875;17543.83984375
1411;RIO GRANDE DO NORTE;João Câmara;31518;146441.625;4646.29003906
1412;CEARÁ;Assaré;22550;76518.9765625;3393.30004883
1413;RIO GRANDE DO SUL;Caçapava do Sul;33060;407264.375;12318.95019531
1414;SANTA CATARINA;Jaraguá do Sul;139017;4697090.0;33787.87890625
1415;BAHIA;Barro Preto;6417;27834.43945312;4337.60986328
1416;PIAUÍ;São Félix do Piauí;3201;11539.94238281;3605.11010742
1417;ALAGOAS;Ibateguara;15863;56599.32421875;3568.01000977
1418;MINAS GERAIS;Madre de Deus de Minas;5173;53308.85546875;10305.20996094
1419;SANTA CATARINA;Guarujá do Sul;4870;97872.625;20097.05078125
1420;TOCANTINS;Ponte Alta do Bom Jesus;4664;25679.44921875;5505.89013672
1421;PARAÍBA;Paulista;12004;52906.15625;4407.37988281
1422;CEARÁ;Jaguaribe;36493;206077.078125;5647.02978516
1423;MINAS GERAIS;Ibiraci;11593;362894.21875;31302.86914062
1424;MATO GROSSO DO SUL;Campo Grande;755107;11645484.0;15422.29980469
1425;GOIÁS;Guaraíta;2370;16679.578125;7037.79980469
1426;SANTA CATARINA;Irineópolis;10748;186795.125;17379.51953125
1427;MINAS GERAIS;Santa Rita de Caldas;9333;101948.3046875;10923.41992188
1428;SANTA CATARINA;Caibi;6392;100527.7578125;15727.12011719
1429;TOCANTINS;Gurupi;74357;934583.625;12568.87011719
1430;RONDÔNIA;Vale do Paraíso;8913;88993.171875;9984.65039062
1431;GOIÁS;Santa Bárbara de Goiás;6031;49571.890625;8219.50976562
1432;PARANÁ;Arapoti;26998;519706.75;19249.8203125
1433;MINAS GERAIS;Carrancas;4182;40828.19140625;9762.83984375
1434;SÃO PAULO;Palmeira d'Oeste;9706;108116.234375;11139.11035156
1435;SANTA CATARINA;Gaspar;55489;1179397.125;21254.609375
1436;RIO GRANDE DO NORTE;São Paulo do Potengi;15017;87246.09375;5809.81982422
1437;MINAS GERAIS;Belo Oriente;22555;467006.375;20705.23046875
1438;RIO GRANDE DO SUL;Novo Xingu;1926;21380.43359375;11100.95019531
1439;PARAÍBA;São José de Caiana;6141;22382.828125;3644.82006836
1440;PARANÁ;Lidianópolis;4083;32365.92578125;7927.0
1441;RIO GRANDE DO NORTE;Paraná;4039;16883.234375;4180.04980469
1442;RIO GRANDE DO NORTE;São Francisco do Oeste;3807;19215.29296875;5047.35986328
1443;ALAGOAS;União dos Palmares;62727;400757.65625;6388.91992188
1444;MINAS GERAIS;Campanário;3757;27105.78320312;7214.74023438
1445;MINAS GERAIS;Água Boa;16643;86572.0078125;5201.70996094
1446;RIO GRANDE DO SUL;Vitória das Missões;3676;44029.72265625;11977.62011719
1447;MINAS GERAIS;Coronel Pacheco;2427;21314.23242188;8782.12988281
1448;MINAS GERAIS;Ibirité;157438;1070732.0;6800.97998047
1449;MINAS GERAIS;Itamarati de Minas;4232;37053.9765625;8755.66992188
1450;ACRE;Plácido de Castro;18235;204410.5625;11209.79003906
1451;MINAS GERAIS;Albertina;2976;21112.73632812;7094.33007812
1452;MINAS GERAIS;Rio do Prado;4412;26897.79492188;6096.50976562
1453;SANTA CATARINA;Taió;17522;304213.6875;17361.81054688
1454;PIAUÍ;Bocaina;4146;15906.55566406;3836.60009766
1455;PERNAMBUCO;Camutanga;8214;111614.5859375;13588.33984375
1456;MINAS GERAIS;Ibituruna;2938;28054.515625;9548.84960938
1457;ESPIRITO SANTO;Bom Jesus do Norte;9672;65357.9140625;6757.43994141
1458;GOIÁS;Heitoraí;3706;34522.12109375;9315.20019531
1459;GOIÁS;São Patrício;2144;18451.34960938;8606.04003906
1460;RIO GRANDE DO SUL;Travesseiro;2471;34130.4921875;13812.41992188
1461;SÃO PAULO;Pederneiras;43245;624309.8125;14436.58007812
1462;TOCANTINS;Axixá do Tocantins;9203;47001.5859375;5107.20019531
1463;CEARÁ;Ipaporanga;11768;34297.74609375;2914.48999023
1464;MATO GROSSO;São José dos Quatro Marcos;19493;183400.921875;9408.54980469
1465;SANTA CATARINA;São Bento do Sul;76514;1501101.0;19618.640625
1466;RIO GRANDE DO SUL;Rio Grande;196337;6280858.0;31990.18945312
1467;PARAÍBA;Cuitegi;7243;26236.60351562;3622.34008789
1468;RIO GRANDE DO NORTE;Acari;11215;60654.46875;5408.33007812
1469;SÃO PAULO;Cotia;182045;5427421.5;29813.63085938
1470;SANTA CATARINA;Bom Jesus do Oeste;2065;27839.12890625;13481.41992188
1471;MINAS GERAIS;Bom Sucesso;17805;155607.109375;8739.51953125
1472;RIO GRANDE DO NORTE;Angicos;11525;58391.62890625;5066.52001953
1473;MINAS GERAIS;Capela Nova;4661;24456.54101562;5247.06005859
1474;PARANÁ;Tunas do Paraná;6753;43655.65625;6464.62988281
1475;AMAZONAS;Tabatinga;47948;202660.984375;4226.68017578
1476;SANTA CATARINA;Pinheiro Preto;3048;68567.0;22495.74023438
1477;RORAIMA;Bonfim;10726;111137.0234375;10361.45996094
1478;BAHIA;Ipupiara;9325;31431.71484375;3370.68994141
1479;MARANHÃO;Bom Lugar;13384;57368.6171875;4286.35986328
1480;MINAS GERAIS;Abaeté;23258;239440.546875;10294.98046875
1481;PARANÁ;Santa Fé;10354;103898.0078125;10034.58007812
1482;PARAÍBA;Itabaiana;25463;118204.2109375;4642.18994141
1483;RIO GRANDE DO SUL;Quatro Irmãos;1791;32741.546875;18281.15039062
1484;MARANHÃO;Buriti Bravo;23074;68815.1953125;2982.37011719
1485;PIAUÍ;Floriano;57968;429720.625;7413.06982422
1486;PARANÁ;Ivaí;13533;102136.7578125;7547.24023438
1487;GOIÁS;Santo Antônio do Descoberto;58474;233394.609375;3991.42993164
1488;MINAS GERAIS;Mathias Lobato;3526;19697.57226562;5586.37988281
1489;BAHIA;Itagi;14162;52461.01171875;3704.35009766
1490;MARANHÃO;Cururupu;35108;107963.34375;3075.17993164
1491;RIO DE JANEIRO;Aperibé;9556;81305.15625;8508.28027344
1492;SÃO PAULO;Araras;114515;2407399.25;21022.5703125
1493;GOIÁS;Buriti de Goiás;2203;19388.31835938;8800.87011719
1494;PERNAMBUCO;Ibirajuba;7833;38436.953125;4907.04980469
1495;MARANHÃO;Barreirinhas;50354;148248.078125;2944.12011719
1496;MINAS GERAIS;Serranópolis de Minas;4787;18955.78125;3959.85009766
1497;MARANHÃO;Presidente Dutra;41303;185824.765625;4499.06005859
1498;SÃO PAULO;Taquarituba;23060;253338.09375;10986.04003906
1499;SÃO PAULO;Santa Cruz das Palmeiras;33583;255420.546875;7605.64990234
1500;SÃO PAULO;Nova Independência;2742;210455.484375;76752.546875
1501;SANTA CATARINA;Concórdia;70393;1650183.625;23442.43945312
1502;SÃO PAULO;Tarumã;13386;320347.21875;23931.50976562
1503;PARANÁ;Apucarana;121290;1511202.25;12459.41015625
1504;MINAS GERAIS;Rio Casca;14790;108061.46875;7306.39013672
1505;RIO GRANDE DO SUL;Sananduva;15216;277202.40625;18217.8203125
1506;PERNAMBUCO;Itacuruba;4358;19219.95507812;4410.27001953
1507;MINAS GERAIS;Fortaleza de Minas;3986;133684.859375;33538.6015625
1508;RIO GRANDE DO SUL;São Pedro da Serra;3311;28525.84765625;8615.48046875
1509;MINAS GERAIS;Josenópolis;4636;19152.56445312;4131.27001953
1510;MINAS GERAIS;Sem-Peixe;2993;16147.79492188;5395.18994141
1511;MATO GROSSO;Alto Paraguai;8329;65186.01953125;7826.39013672
1512;CEARÁ;Groaíras;9971;33190.703125;3328.7199707
1513;SÃO PAULO;Gastão Vidigal;4118;37278.69921875;9052.62011719
1514;RIO GRANDE DO SUL;Santa Cecília do Sul;1776;28719.18554688;16170.70996094
1515;BAHIA;Mucugê;14714;229213.171875;15577.90039062
1516;SÃO PAULO;Mendonça;4217;48696.28515625;11547.61035156
1517;RIO DE JANEIRO;Quissamã;19878;1810872.25;91099.3203125
1518;SÃO PAULO;Pedro de Toledo;10254;70778.8984375;6902.56005859
1519;PIAUÍ;Santa Luz;5495;17753.984375;3230.92993164
1520;MINAS GERAIS;Águas Vermelhas;13301;89496.1796875;6728.52978516
1521;PERNAMBUCO;Lagoa do Carro;15230;59924.1796875;3934.61010742
1522;BAHIA;Iraquara;24415;105232.5078125;4310.16015625
1523;BAHIA;Jacaraci;14837;49422.328125;3331.02001953
1524;SÃO PAULO;Santa Albertina;4992;56413.41796875;11300.75976562
1525;MINAS GERAIS;Itamogi;11218;82634.859375;7366.27001953
1526;MARANHÃO;São Francisco do Brejão;8863;45696.53125;5155.87988281
1527;PARANÁ;Irati;56483;682697.9375;12086.79003906
1528;GOIÁS;Porangatu;40469;332653.25;8219.95019531
1529;PIAUÍ;Assunção do Piauí;8370;23011.68359375;2749.31005859
